rnbqkb1r/ppp1pppp/5n2/3p4/5P2/4PN2/PPPP2PP/RNBQKB1R b KQkq - 0 1,"['c8g4', 'g7g6', 'c7c5', 'e7e6']","[8, 2, 1, 1]"
rn1qkb1r/ppp1pppp/5n2/3p4/5Pb1/4PN2/PPPP2PP/RNBQKB1R w KQkq - 0 1,"['f1e2', 'b2b3']","[6, 2]"
rn1qkb1r/ppp1pppp/5n2/3p4/5Pb1/4PN2/PPPPB1PP/RNBQK2R b KQkq - 0 1,"['b8c6', 'e7e6', 'c7c6', 'b8d7']","[1, 1, 2, 2]"
r2qkb1r/ppp1pppp/2n2n2/3p4/5Pb1/4PN2/PPPPB1PP/RNBQK2R w KQkq - 0 1,['e1h1'],[1]
r2qkb1r/ppp1pppp/2n2n2/3p4/5Pb1/4PN2/PPPPB1PP/RNBQ1RK1 b kq - 0 1,['e7e6'],[1]
r1bqk1nr/ppp2ppp/2np4/2b1p3/1PB1PP2/5N2/P1PP2PP/RNBQK2R b KQkq b3 0 1,['c5b6'],[1]
rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq c3 0 1,"['e7e6', 'b7b6', 'e7e5', 'd7d6', 'g7g6', 'd7d5', 'c7c5', 'c7c6', 'b8c6', 'a7a6', 'b7b5']","[20217, 99, 159, 248, 9842, 20, 1099, 193, 30, 4, 2]"
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 0 1,"['b7b6', 'c7c5', 'd7d5', 'd7d6', 'b4c3', 'b8c6', 'e8h8', 'c7c6']","[15, 245, 803, 76, 1, 72, 1281, 1]"
rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 1,"['e2e4', 'a2a3']","[9, 6]"
rnbqk2r/p1pp1ppp/1p2pn2/8/1bPPP3/2N5/PPQ2PPP/R1B1KBNR b KQkq e3 0 1,"['c8b7', 'c7c5', 'b4c3']","[2, 5, 2]"
rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq c6 0 1,"['c4d5', 'e2e3', 'c1g5', 'c1f4']","[627, 114, 19, 1]"
rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,"['e6d5', 'f6d5', 'c5d4']","[28, 448, 151]"
rnbqkb1r/p1pppppp/1p3n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 1,"['c2c4', 'e2e3', 'g2g3', 'c1f4', 'c1g5', 'b1c3', 'd1d3', 'b1d2']","[43, 22, 72, 18, 33, 4, 1, 2]"
rnbqkb1r/p1pppppp/1p3n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq c3 0 1,"['e7e6', 'c8b7']","[106, 56]"
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 1,"['b1c3', 'g2g3', 'c1g5', 'e2e3', 'a2a3', 'c1f4']","[637, 3483, 28, 210, 780, 25]"
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,"['c8b7', 'f8b4']","[474, 193]"
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,"['c1g5', 'e2e3', 'g2g3', 'd1c2', 'a2a3', 'c1f4']","[159, 45, 38, 9, 333, 9]"
rn1qkb1r/pbpp1ppp/1p2pn2/6B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq - 0 1,"['f8b4', 'f8e7', 'h7h6', 'd7d6']","[14, 84, 64, 1]"
rnbqkbnr/pp2pppp/2p5/8/2pP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 1,"['e2e3', 'e2e4', 'g1f3', 'a2a4']","[44, 30, 3, 1]"
rnbqkbnr/pp2pppp/2p5/8/2pP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 1,"['b7b5', 'c8e6', 'e7e5']","[36, 7, 1]"
rnbqkbnr/p3pppp/2p5/1p6/2pP4/2N1P3/PP3PPP/R1BQKBNR w KQkq b6 0 1,['a2a4'],[36]
rnbqkbnr/p3pppp/2p5/1p6/P1pP4/2N1P3/1P3PPP/R1BQKBNR b KQkq a3 0 1,"['d8b6', 'b5b4']","[1, 35]"
rnbqkb1r/pp2pppp/2p5/3p4/2PPn3/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,"['e2e3', 'g2g3']","[4, 2]"
rnbqkb1r/pp2pppp/2p5/3p4/2PPn3/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 1,['e7e6'],[4]
rnbqkb1r/pppp1pp1/4pB1p/8/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 0 1,['d8f6'],[24]
rnb1kb1r/pppp1pp1/4pq1p/8/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 1,"['e2e4', 'g2g3', 'b1d2']","[22, 1, 1]"
rnb1kb1r/pppp1pp1/4pq1p/8/3PP3/5N2/PPP2PPP/RN1QKB1R b KQkq e3 0 1,"['g7g6', 'd7d6', 'b7b6']","[1, 29, 6]"
r1bqkbnr/pppppppp/2n5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 1,"['b1c3', 'd2d4', 'g1f3', 'f1c4']","[3, 39, 95, 1]"
r1bqkbnr/pppppppp/2n5/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 1,"['e7e5', 'e7e6']","[2, 1]"
r1bqkbnr/ppp2ppp/2np4/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 0 1,"['d2d4', 'f1b5', 'h2h3']","[8, 3, 1]"
r1bqkbnr/ppp2ppp/2np4/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq d3 0 1,"['c8g4', 'c8d7', 'g8f6']","[6, 2, 3]"
r2qkbnr/ppp2ppp/2np4/4p3/3PP1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 1,"['f1b5', 'd4e5']","[4, 3]"
r2qkbnr/ppp2ppp/2np4/1B2p3/3PP1b1/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 1,"['e5d4', 'a7a6']","[6, 1]"
r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 0 1,"['c8g4', 'f7f6', 'f8e7', 'd8f6', 'd8d6', 'g8e7', 'c8e6', 'f8d6', 'g8f6', 'd8e7']","[76, 169, 16, 47, 80, 21, 2, 20, 2, 7]"
rnbqkbnr/pppp1p1p/8/6p1/3PPp2/5N2/PPP3PP/RNBQKB1R b KQkq d3 0 1,"['d7d6', 'f8g7', 'h7h6', 'g5g4', 'd7d5']","[2, 3, 1, 2, 1]"
rnbqkbnr/ppp2p1p/3p4/6p1/2BPPp2/5N2/PPP3PP/RNBQK2R b KQkq - 0 1,"['g5g4', 'f8g7', 'h7h6']","[1, 1, 2]"
r1bqkbnr/pppp1ppp/2n5/8/3pP3/2P5/PP3PPP/RNBQKBNR w KQkq - 0 1,['c3d4'],[3]
r1bqkbnr/pppp1ppp/2n5/8/3PP3/8/PP3PPP/RNBQKBNR b KQkq - 0 1,"['f8b4', 'd7d6']","[2, 1]"
r1bqk1nr/pppp1ppp/2n5/8/1b1PP3/8/PP3PPP/RNBQKBNR w KQkq - 0 1,['b1c3'],[2]
r1bqk1nr/pppp1ppp/2n5/8/1b1PP3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 1,"['g8f6', 'd7d5']","[1, 1]"
rnbqkbnr/pppp1ppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 1,"['f8c5', 'b8c6', 'f8b4', 'd7d6']","[1, 2, 11, 1]"
rnbqk1nr/pppp1ppp/8/2b5/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 1,['f1c4'],[1]
rnbqk1nr/pppp1ppp/8/2b5/2B1P3/2N5/PP3PPP/R1BQK1NR b KQkq - 0 1,['d8f6'],[1]
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1PP2/2N5/PPPP2PP/R1BQK1NR b KQkq f3 0 1,"['f8c5', 'd7d6', 'f6e4']","[4, 1, 2]"
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2N5/PPPP2PP/R1BQK1NR w KQkq - 0 1,"['c4f7', 'g1f3', 'f4f5', 'f4e5']","[1, 2, 1, 1]"
r1bqk2r/pppp1Bpp/2n2n2/2b1p3/4PP2/2N5/PPPP2PP/R1BQK1NR b KQkq - 0 1,['e8f7'],[1]
r2qkbnr/ppp2ppp/2np4/1B2p3/3PP1b1/5N2/PPP2PPP/RNBQK2R w KQkq - 0 1,"['b1c3', 'd4d5', 'd4e5', 'c1e3']","[3, 3, 3, 1]"
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/3P4/PPP1QPPP/RNB1K1NR b KQkq - 0 1,"['f8e7', 'd7d5']","[20, 1]"
rnbqk2r/pp1pbppp/2p2n2/4p3/2B1P3/3P4/PPP1QPPP/RNB1K1NR w KQkq - 0 1,"['f2f4', 'g1f3']","[2, 18]"
rnbqk2r/pp1pbppp/2p2n2/4p3/2B1PP2/3P4/PPP1Q1PP/RNB1K1NR b KQkq f3 0 1,['d7d5'],[2]
rnbqkbnr/pp1p1ppp/4p3/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq c6 0 1,"['c2c3', 'c2c4', 'e2e3', 'e2e4', 'g2g3']","[26, 22, 14, 12, 25]"
rnbqkbnr/pp1p1ppp/4p3/2p5/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 1,"['d7d5', 'g8f6', 'b8c6']","[2, 8, 16]"
rnbqkbnr/pp3ppp/4p3/2pp4/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq d6 0 1,"['e2e3', 'c1g5', 'c1f4']","[1, 1, 9]"
rnbqkbnr/pp3ppp/4p3/2pp4/3P4/2P1PN2/PP3PPP/RNBQKB1R b KQkq - 0 1,['b8c6'],[1]
r1bqkbnr/pp3ppp/2n1p3/2pp4/3P4/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 0 1,['f1d3'],[2]
r1bqkbnr/pp3ppp/2n1p3/2pp4/3P4/2PBPN2/PP3PPP/RNBQK2R b KQkq - 0 1,"['f7f5', 'g8f6', 'f8d6']","[1, 2, 1]"
r1bqkbnr/pppp1ppp/2n5/8/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 1,['f1c4'],[2]
r1bqkbnr/pppp1ppp/2n5/8/2B1P3/2N5/PP3PPP/R1BQK1NR b KQkq - 0 1,"['d7d6', 'g8f6']","[1, 1]"
rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 1,"['g1f3', 'g2g3', 'd2d4', 'e2e3']","[44, 90, 24, 2]"
rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 0 1,"['g8f6', 'f7f5', 'g7g6', 'c8g4', 'c7c6']","[1, 31, 3, 11, 2]"
rnbqkb1r/ppp2ppp/3p1n2/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 1,"['d2d4', 'g2g3']","[19, 5]"
rnbqkb1r/ppp2ppp/3p1n2/4p3/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq d3 0 1,"['e5d4', 'b8c6', 'e5e4', 'b8d7', 'd8e7']","[3, 4, 6, 50, 1]"
rnbqkb1r/ppp2ppp/3p1n2/8/2Pp4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,['f3d4'],[3]
rnbqkb1r/ppp2ppp/3p1n2/8/2PN4/2N5/PP2PPPP/R1BQKB1R b KQkq - 0 1,"['f8e7', 'b8c6']","[2, 1]"
rnbqkbnr/pp2pppp/8/3p4/3p1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 1,['f4b8'],[1]
rBbqkbnr/pp2pppp/8/3p4/3p4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 0 1,['a8b8'],[1]
1rbqkbnr/pp2pppp/8/3p4/3p4/5N2/PPP1PPPP/RN1QKB1R w KQq - 0 1,['d1d4'],[1]
1rbqkbnr/pp2pppp/8/3p4/3Q4/5N2/PPP1PPPP/RN2KB1R b KQq - 0 1,['b7b6'],[1]
rnbqkbnr/ppp2ppp/8/3P4/5P2/3p4/PPP3PP/RNBQKBNR w KQkq - 0 1,"['d1d3', 'f1d3']","[3, 2]"
rnbqkbnr/ppp2ppp/8/3P4/5P2/3Q4/PPP3PP/RNB1KBNR b KQkq - 0 1,['g8f6'],[3]
rnbqk2r/pppp1ppp/5n2/4p3/1bB1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 1,"['f2f4', 'g1f3', 'd2d3']","[4, 5, 2]"
rnbqk2r/pppp1ppp/5n2/4p3/1bB1PP2/2N5/PPPP2PP/R1BQK1NR b KQkq f3 0 1,"['b4c3', 'e5f4']","[2, 2]"
rnbqk2r/pppp1ppp/5n2/4p3/2B1PP2/2b5/PPPP2PP/R1BQK1NR w KQkq - 0 1,['d2c3'],[2]
rnbqk2r/pppp1ppp/5n2/4p3/2B1PP2/2P5/PPP3PP/R1BQK1NR b KQkq - 0 1,['f6e4'],[2]
r2qkbnr/ppp2ppp/2np4/1B1Pp3/4P1b1/5N2/PPP2PPP/RNBQK2R b KQkq - 0 1,['a7a6'],[3]
rnbqk2r/ppppbppp/4pn2/6B1/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 1,"['b1d2', 'c2c4']","[6, 1]"
rnbqk2r/ppppbppp/4pn2/6B1/3P4/5N2/PPPNPPPP/R2QKB1R b KQkq - 0 1,"['d7d5', 'd7d6', 'e8h8']","[4, 1, 1]"
rnbqk2r/ppp1bppp/4pn2/3p2B1/3P4/4PN2/PPPN1PPP/R2QKB1R b KQkq - 0 1,"['b8d7', 'b7b6', 'e8h8', 'c7c5', 'f6e4']","[8, 4, 6, 1, 2]"
rnbqkbnr/ppp1pppp/8/3p4/3P4/2P5/PP2PPPP/RNBQKBNR b KQkq - 0 1,"['b8c6', 'g8f6', 'c7c6']","[1, 4, 2]"
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2P5/PP2PPPP/RNBQKBNR w KQkq - 0 1,['c1f4'],[1]
r1bqkbnr/ppp1pppp/2n5/3p4/3P1B2/2P5/PP2PPPP/RN1QKBNR b KQkq - 0 1,['g7g6'],[1]
r1bqkbnr/ppp1pp1p/2n3p1/3p4/3P1B2/2P5/PP2PPPP/RN1QKBNR w KQkq - 0 1,['g1f3'],[1]
r1bqkbnr/ppp1pp1p/2n3p1/3p4/3P1B2/2P2N2/PP2PPPP/RN1QKB1R b KQkq - 0 1,['f8g7'],[1]
r1bqk1nr/ppp1ppbp/2n3p1/3p4/3P1B2/2P2N2/PP2PPPP/RN1QKB1R w KQkq - 0 1,['e2e3'],[1]
r1bqk1nr/ppp1ppbp/2n3p1/3p4/3P1B2/2P1PN2/PP3PPP/RN1QKB1R b KQkq - 0 1,['g8f6'],[1]
rnbqkb1r/ppp2ppp/3p1n2/4P3/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 1,['f6e4'],[7]
rnbqkb1r/ppp2ppp/3p4/4P3/4n3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 1,"['f1c4', 'd1d5', 'b1d2']","[1, 5, 1]"
rnbqkb1r/ppp2ppp/3p4/4P3/2B1n3/5N2/PPP2PPP/RNBQK2R b KQkq - 0 1,['c7c6'],[1]
rnbqk1nr/pppp1ppp/8/8/1b2P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 1,"['f1c4', 'g1f3']","[10, 1]"
rnbqk1nr/pppp1ppp/8/8/1bB1P3/2N5/PP3PPP/R1BQK1NR b KQkq - 0 1,"['d7d6', 'd7d5', 'd8e7', 'b4c3', 'b8c6']","[3, 1, 3, 2, 1]"
rnbqkb1r/pp2pppp/5n2/2Pp4/2P5/5N2/PP2PPPP/RNBQKB1R b KQkq c3 0 1,['e7e6'],[3]
rnbqkb1r/pp3ppp/4pn2/2Pp4/2P5/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 1,"['c4d5', 'e2e3']","[2, 1]"
rnbqkb1r/pp3ppp/4pn2/2PP4/8/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 1,['e6d5'],[2]
rnbqkb1r/ppp1pppp/5n2/8/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 1,"['c8g4', 'c7c6', 'g7g6']","[17, 2, 15]"
r1bqkbnr/pppp2pp/2n5/1B2pp2/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 1,"['g8f6', 'f5e4', 'd7d6']","[16, 108, 1]"
r1bqkb1r/pppp2pp/2n2n2/1B2pp2/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 0 1,"['e4f5', 'c1g5', 'b1c3', 'e1h1', 'a2a3']","[1, 1, 5, 8, 1]"
r1bqkb1r/pppp2pp/2n2n2/1B2pP2/8/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 1,['f8e7'],[1]
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,"['e2e3', 'a2a4', 'f3e5', 'g2g3', 'e2e4']","[37, 1384, 12, 7, 60]"
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 1,"['b7b5', 'e7e6', 'c8g4', 'c8f5']","[31, 1, 4, 1]"
r1bqkb1r/ppppnppp/2n5/1B6/3NP3/8/PPP2PPP/RNBQK2R b KQkq - 0 1,['g7g6'],[2]
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/2N1PN2/PP3PPP/R1BQKB1R b KQkq - 0 1,"['f8b4', 'a7a6', 'd7d5', 'f8e7']","[43, 1, 34, 21]"
rnbqkbnr/1p1p1ppp/p3p3/2p5/4P3/P1N2N2/1PPP1PPP/R1BQKB1R b KQkq - 0 1,['d8c7'],[2]
rnb1kbnr/1pqp1ppp/p3p3/2p5/4P3/P1N2N2/1PPP1PPP/R1BQKB1R w KQkq - 0 1,"['d2d3', 'd2d4']","[1, 1]"
rnb1kbnr/1pqp1ppp/p3p3/2p5/4P3/P1NP1N2/1PP2PPP/R1BQKB1R b KQkq - 0 1,['b8c6'],[1]
rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq f3 0 1,"['d7d5', 'b8c6', 'e5f4', 'd7d6']","[80, 3, 2, 6]"
rnbqkb1r/ppp2ppp/5n2/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq d6 0 1,"['f4e5', 'd2d3', 'd1f3', 'e4d5']","[59, 11, 1, 9]"
rnbqkb1r/ppp2ppp/5n2/3pP3/4P3/2N5/PPPP2PP/R1BQKBNR b KQkq - 0 1,['f6e4'],[59]
rnbqkb1r/ppp2ppp/8/3pP3/4n3/2N5/PPPP2PP/R1BQKBNR w KQkq - 0 1,"['g1f3', 'd2d3', 'd1f3', 'c3e4']","[40, 9, 8, 2]"
rnbqkb1r/ppp2ppp/8/3pP3/4n3/2N2N2/PPPP2PP/R1BQKB1R b KQkq - 0 1,"['c8g4', 'f8b4', 'b8c6', 'c8f5', 'f8e7', 'f8c5', 'c8e6', 'c7c5']","[4, 6, 5, 1, 15, 6, 2, 1]"
rn1qkbnr/ppp2ppp/3p4/4p3/2B1P1b1/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 1,['h2h3'],[1]
rn1qkbnr/ppp2ppp/3p4/4p3/2B1P1b1/5N1P/PPPP1PP1/RNBQK2R b KQkq - 0 1,['g4h5'],[1]
rn1qkbnr/ppp2ppp/3p4/4p2b/2B1P3/5N1P/PPPP1PP1/RNBQK2R w KQkq - 0 1,['d2d4'],[1]
rn1qkbnr/ppp2ppp/3p4/4p2b/2BPP3/5N1P/PPP2PP1/RNBQK2R b KQkq d3 0 1,['e5d4'],[1]
rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,"['e2e3', 'c4d5', 'd1b3', 'c1g5', 'c1f4']","[7, 9, 1, 5, 5]"
r1bqk2r/ppppbppp/2n2n2/4p3/2B1P3/2NP4/PPP2PPP/R1BQK1NR w KQkq - 0 1,"['f2f4', 'g1e2']","[8, 2]"
r1bqk2r/ppppbppp/2n2n2/4p3/2B1PP2/2NP4/PPP3PP/R1BQK1NR b KQkq f3 0 1,"['e8h8', 'd7d6']","[1, 7]"
rnbqkb1r/p1pppppp/1p3n2/8/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq - 0 1,"['c8b7', 'e7e6']","[22, 1]"
rn1qkb1r/pbpppppp/1p3n2/8/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 1,"['b1d2', 'f1d3', 'f1e2']","[9, 12, 1]"
rn1qkb1r/pbpppppp/1p3n2/8/3P4/4PN2/PPPN1PPP/R1BQKB1R b KQkq - 0 1,"['d7d6', 'c7c5', 'e7e6']","[2, 6, 3]"
rn1qkb1r/pbp1pppp/1p1p1n2/8/3P4/4PN2/PPPN1PPP/R1BQKB1R w KQkq - 0 1,['f1d3'],[2]
rn1qkb1r/pbp1pppp/1p1p1n2/8/3P4/3BPN2/PPPN1PPP/R1BQK2R b KQkq - 0 1,['b8d7'],[2]
rnbqkb1r/p1pppppp/1p3n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 1,"['g1f3', 'b1c3', 'f2f3', 'g2g3']","[20, 57, 22, 1]"
rn1qkb1r/pbpppppp/1p3n2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 1,"['g2g3', 'e2e3', 'b1c3', 'b1d2']","[32, 7, 15, 2]"
rn1qkb1r/pbpppppp/1p3n2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 1,"['e7e5', 'e7e6', 'g7g6', 'c7c5', 'b7f3']","[2, 32, 22, 9, 4]"
rn1qkb1r/pbpp1ppp/1p3n2/4p3/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq e6 0 1,['d4e5'],[2]
rn1qkb1r/pbpp1ppp/1p3n2/4P3/2P5/5NP1/PP2PP1P/RNBQKB1R b KQkq - 0 1,['f6g4'],[2]
rnbqkb1r/p1pppppp/1p3n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 1,['c8b7'],[61]
rn1qkb1r/pbpppppp/1p3n2/8/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 1,"['d1c2', 'c1g5', 'd4d5', 'f2f3', 'g1f3', 'e2e3', 'a2a3']","[22, 3, 6, 8, 24, 2, 2]"
rn1qkb1r/pbpppppp/1p3n2/8/2PP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 0 1,"['b8c6', 'd7d5', 'e7e6', 'g7g6', 'c7c5']","[2, 12, 5, 2, 1]"
r2qkb1r/pbpppppp/1pn2n2/8/2PP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 1,['g1f3'],[2]
r2qkb1r/pbpppppp/1pn2n2/8/2PP4/2N2N2/PPQ1PPPP/R1B1KB1R b KQkq - 0 1,['e7e6'],[2]
rnbqkbnr/ppp2ppp/3pp3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 1,"['f2f4', 'g1f3', 'b1c3', 'f1d3']","[3, 2, 1, 1]"
rnbqkbnr/ppp2ppp/3pp3/8/3PPP2/8/PPP3PP/RNBQKBNR b KQkq f3 0 1,"['d6d5', 'f7f5']","[2, 1]"
rnbqkbnr/ppp2ppp/4p3/3p4/3PPP2/8/PPP3PP/RNBQKBNR w KQkq - 0 1,['e4e5'],[2]
rnbqkbnr/ppp2ppp/4p3/3pP3/3P1P2/8/PPP3PP/RNBQKBNR b KQkq - 0 1,['c7c5'],[2]
rnbqkbnr/pp3ppp/4p3/2ppP3/3P1P2/8/PPP3PP/RNBQKBNR w KQkq c6 0 1,['c2c3'],[2]
rnbqkbnr/pp3ppp/4p3/2ppP3/3P1P2/2P5/PP4PP/RNBQKBNR b KQkq - 0 1,['b8c6'],[2]
rnbqkb1r/pppp1p1p/5np1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 1,['f1g2'],[5]
rnbqkb1r/pppp1p1p/5np1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 0 1,['f8g7'],[5]
rnbqk2r/pppp1pbp/5np1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 0 1,"['g1f3', 'e2e4', 'd2d3']","[6, 6, 1]"
rnbqk2r/pppp1pbp/5np1/4p3/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 0 1,"['d7d6', 'b8c6']","[5, 1]"
rn1qkb1r/pbpppppp/1p3n2/6B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 0 1,"['h7h6', 'e7e6']","[2, 1]"
rn1qkb1r/pbppppp1/1p3n1p/6B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq - 0 1,['g5h4'],[2]
rn1qkb1r/pbppppp1/1p3n1p/8/2PP3B/2N5/PP2PPPP/R2QKBNR b KQkq - 0 1,['e7e6'],[2]
rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR w KQ - 0 1,"['f1d3', 'c1d2', 'g1e2', 'g1f3', 'a2a3']","[954, 19, 313, 98, 28]"
rnbq1rk1/pppp1ppp/4pn2/8/1bPP4/2NBP3/PP3PPP/R1BQK1NR b KQ - 0 1,"['c7c5', 'd7d5', 'b7b6', 'b8c6', 'f8e8', 'd7d6']","[350, 588, 9, 1, 2, 4]"
r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 1,"['g7g6', 'a7a6', 'd7d6', 'e7g6']","[11, 1, 4, 3]"
r1bqkb1r/ppppnp1p/2n3p1/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 1,['d2d4'],[11]
r1bqkb1r/ppppnp1p/2n3p1/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQK2R b KQkq d3 0 1,"['f8g7', 'e5d4']","[2, 9]"
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 0 1,"['b7b6', 'f8b4', 'c7c5', 'd7d5', 'f6e4', 'c7c6', 'a7a6', 'b8c6', 'f8e7', 'h7h6']","[5056, 986, 620, 6414, 9, 4, 23, 9, 2, 1]"
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 1,"['f8b4', 'd7d5', 'f6e4']","[38, 1, 1]"
rnbqkb1r/p1pppppp/1p3n2/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 1,"['c8b7', 'e7e6']","[83, 3]"
rn1qkb1r/pbpppppp/1p3n2/8/3P4/5NP1/PPP1PP1P/RNBQKB1R w KQkq - 0 1,"['f1g2', 'c2c4']","[57, 29]"
rn1qkb1r/pbpppppp/1p3n2/8/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 0 1,"['d7d6', 'e7e6', 'c7c5', 'g7g6']","[4, 9, 44, 4]"
