rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR b KQkq - 0 1,['b8c6'],[1]
r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/3P4/PPP2PPP/RNBQK1NR w KQkq - 0 1,['c2c3'],[1]
r1bqkbnr/ppp2ppp/2np4/4p3/2B1P3/2PP4/PP3PPP/RNBQK1NR b KQkq - 0 1,['a7a6'],[1]
r1bqkbnr/1pp2ppp/p1np4/4p3/2B1P3/2PP4/PP3PPP/RNBQK1NR w KQkq - 0 1,['c4b3'],[1]
r1bqkbnr/1pp2ppp/p1np4/4p3/4P3/1BPP4/PP3PPP/RNBQK1NR b KQkq - 0 1,['c6a5'],[1]
rnbqkbnr/1p2pppp/p2p4/2p5/4P3/1P6/PBPP1PPP/RN1QKBNR w KQkq - 0 1,['f2f4'],[1]
rnbqkbnr/1p2pppp/p2p4/2p5/4PP2/1P6/PBPP2PP/RN1QKBNR b KQkq f3 0 1,['b8c6'],[1]
rnb1kb1r/pp2pppp/3p1n2/q1P5/4P3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 1,"['c2c3', 'b1c3']","[2, 3]"
rnb1kb1r/pp2pppp/3p1n2/q1P5/4P3/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 1,['a5c5'],[2]
rnb1kb1r/pp2pppp/3p1n2/q1P5/4P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 1,['f6e4'],[3]
rnbqkb1r/pp3ppp/2p2n2/3pp3/2B1P3/3P4/PPP1QPPP/RNB1K1NR w KQkq d6 0 1,['e4d5'],[1]
rnbqkb1r/pp3ppp/2p2n2/3Pp3/2B5/3P4/PPP1QPPP/RNB1K1NR b KQkq - 0 1,['c6d5'],[1]
rnbqkb1r/p1p2ppp/1p2pn2/3pP3/8/3P1N2/PPPN1PPP/R1BQKB1R b KQkq - 0 1,['f6d7'],[3]
rnbqk1nr/ppp2ppp/8/3p4/1b1P4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,['g8f6'],[2]
rnbqkbnr/pp2pppp/2p5/4P3/3p4/8/PPPPNPPP/RNBQKB1R w KQkq - 0 1,['e2f4'],[1]
rnbqkbnr/pp2pppp/2p5/4P3/3p1N2/8/PPPP1PPP/RNBQKB1R b KQkq - 0 1,['e7e6'],[1]
rnbqkbnr/pp3ppp/2p1p3/4P3/3p1N2/8/PPPP1PPP/RNBQKB1R w KQkq - 0 1,['d1e2'],[1]
rnbqkbnr/pp3ppp/2p1p3/4P3/3p1N2/8/PPPPQPPP/RNB1KB1R b KQkq - 0 1,['d8c7'],[1]
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2N2NP1/PPPP1P1P/R1BQKB1R b KQkq - 0 1,['f8g7'],[15]
r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/2N2NP1/PPPP1P1P/R1BQKB1R w KQkq - 0 1,['f1g2'],[15]
r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/2N2NP1/PPPP1PBP/R1BQK2R b KQkq - 0 1,"['d7d6', 'g8f6']","[11, 4]"
rnbqkbnr/pp2pp1p/6p1/3P4/3P4/8/PP3PPP/RNBQKBNR b KQkq - 0 1,['g8f6'],[2]
r1bqkb1r/1ppp1ppp/p1n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 1,['f6g8'],[1]
rnbqkb1r/p1p2ppp/1p2pn2/3p4/3P4/1P1BPN2/P1P2PPP/RNBQK2R b KQkq - 0 1,"['c8b7', 'c8a6']","[1, 1]"
rnbqkb1r/pp1ppppp/5n2/2p5/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,['f6g8'],[1]
rnbqkb1r/pp1p1ppp/4pn2/2p3B1/3P4/2N2N2/PPP1PPPP/R2QKB1R b KQkq - 0 1,['c5d4'],[3]
rnbqkb1r/pp1p1ppp/4pn2/6B1/3p4/2N2N2/PPP1PPPP/R2QKB1R w KQkq - 0 1,"['f3d4', 'd1d4']","[1, 2]"
rnbqkb1r/pp1p1ppp/4pn2/6B1/3N4/2N5/PPP1PPPP/R2QKB1R b KQkq - 0 1,['f8e7'],[1]
rnbqk1nr/p2pppbp/2p3p1/1p6/3PP3/2N4P/PPP2PP1/R1BQKBNR w KQkq b6 0 1,['c1e3'],[2]
rnbqk1nr/p2pppbp/2p3p1/1p6/3PP3/2N1B2P/PPP2PP1/R2QKBNR b KQkq - 0 1,['b5b4'],[1]
r1bqkbnr/1p1ppppp/p7/n1p5/4P3/2P2N2/PP1PBPPP/RNBQK2R b KQkq - 0 1,['g8f6'],[1]
rnbqkbnr/pp3ppp/3p4/2p1p3/4P3/2N5/PPPPNPPP/R1BQKB1R w KQkq e6 0 1,['g2g3'],[4]
rnbqkbnr/pp3ppp/3p4/2p1p3/4P3/2N3P1/PPPPNP1P/R1BQKB1R b KQkq - 0 1,['g7g6'],[4]
rnbqkbnr/pp3p1p/3p2p1/2p1p3/4P3/2N3P1/PPPPNP1P/R1BQKB1R w KQkq - 0 1,['f1g2'],[4]
rnbqkbnr/pp3p1p/3p2p1/2p1p3/4P3/2N3P1/PPPPNPBP/R1BQK2R b KQkq - 0 1,['f8g7'],[4]
r1bqk2r/ppppbppp/2n2n2/4p3/4P3/1B1P1N2/PPP2PPP/RNBQK2R b KQkq - 0 1,['e8h8'],[6]
rnbqkb1r/pp1ppp1p/5np1/8/3NP3/3B4/PPP2PPP/RNBQK2R b KQkq - 0 1,['f8g7'],[1]
rnbqkb1r/pppp1pp1/4pn1p/6B1/2PP4/8/PP2PPPP/RN1QKBNR w KQkq - 0 1,"['g5h4', 'g5f6']","[9, 4]"
rnbqkb1r/pppp1pp1/4pn1p/8/2PP3B/8/PP2PPPP/RN1QKBNR b KQkq - 0 1,"['f8b4', 'f8e7']","[1, 8]"
rnbqk2r/pppp1pp1/4pn1p/8/1bPP3B/8/PP2PPPP/RN1QKBNR w KQkq - 0 1,['b1c3'],[1]
rn1qkb1r/pp2pppp/2pp1n2/8/3PP1b1/2N2N2/PPP1BPPP/R1BQK2R b KQkq - 0 1,"['e7e6', 'b8d7']","[5, 1]"
rnbqkbnr/pp3ppp/2p5/3p4/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 1,"['f1d3', 'g1f3']","[1, 2]"
rnbqkbnr/pp3ppp/2p5/3p4/3P4/2NB4/PPP2PPP/R1BQK1NR b KQkq - 0 1,['f8d6'],[1]
r1bqkbnr/pp2pp1p/2p3p1/2p5/4P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 0 1,['d2d3'],[4]
r1bqkbnr/pp2pp1p/2p3p1/2p5/4P3/2NP4/PPP2PPP/R1BQK1NR b KQkq - 0 1,['f8g7'],[4]
rnbqk1nr/pp1pppbp/6p1/8/3NP3/2P5/PP3PPP/RNBQKB1R b KQkq - 0 1,['b8c6'],[1]
rnbqkbnr/pp2pppp/3p4/2p5/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 1,['d2d4'],[1]
rnbqkbnr/pp2pppp/3p4/2p5/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq d3 0 1,['b8d7'],[1]
r1bqkbnr/pp1npppp/3p4/2p5/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 1,['c2c4'],[1]
r1bqkbnr/pp1npppp/3p4/2p5/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq c3 0 1,['g7g6'],[1]
r1bqkbnr/pp1npp1p/3p2p1/2p5/2PP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 1,['g2g3'],[1]
r1bqkbnr/pp1npp1p/3p2p1/2p5/2PP4/4PNP1/PP3P1P/RNBQKB1R b KQkq - 0 1,['b7b6'],[1]
rn1qkbnr/pp2pppp/2p5/3p4/6b1/3P2P1/PPP1PPBP/RNBQK1NR w KQkq - 0 1,['b1d2'],[1]
rn1qkbnr/pp2pppp/2p5/3p4/6b1/3P2P1/PPPNPPBP/R1BQK1NR b KQkq - 0 1,['b8d7'],[1]
r2qkbnr/pp1npppp/2p5/3p4/6b1/3P2P1/PPPNPPBP/R1BQK1NR w KQkq - 0 1,['h2h3'],[1]
r2qkbnr/pp1npppp/2p5/3p4/6b1/3P2PP/PPPNPPB1/R1BQK1NR b KQkq - 0 1,['g4h5'],[1]
rn1qkb1r/pp2pppp/2p2n2/3p4/3PP1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 1,['f1d3'],[1]
rn1qkb1r/pp2pppp/2p2n2/3p4/3PP1b1/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 0 1,['e7e6'],[1]
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/8/PPP1NPPP/RNBQKB1R b KQkq d3 0 1,['c5d4'],[9]
rnbqkbnr/pp1p1ppp/4p3/8/3pP3/8/PPP1NPPP/RNBQKB1R w KQkq - 0 1,['e2d4'],[9]
r2qkbnr/pp1bpppp/2np4/1Bp5/2P1P3/5N2/PP1P1PPP/RNBQ1RK1 b kq c3 0 1,['g8f6'],[1]
rnbqkbnr/1p2pppp/p2p4/8/3QP3/5N1P/PPP2PP1/RNB1KB1R b KQkq - 0 1,['b8c6'],[3]
rnbqkbnr/p2p1ppp/1p2p3/2p5/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq - 0 1,['d2d4'],[1]
rnbqkbnr/p2p1ppp/1p2p3/2p5/2PPP3/5N2/PP3PPP/RNBQKB1R b KQkq d3 0 1,['c5d4'],[1]
rnbqkbnr/p2p1ppp/1p2p3/8/2PpP3/5N2/PP3PPP/RNBQKB1R w KQkq - 0 1,['f3d4'],[1]
rnbqkbnr/p2p1ppp/1p2p3/8/2PNP3/8/PP3PPP/RNBQKB1R b KQkq - 0 1,['c8b7'],[1]
rn1qkb1r/pbpp1ppp/1p2pn2/3P4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 1,['a2a3'],[5]
rn1qkb1r/pbpppppp/1p3n2/8/8/1P2P3/PBPP1PPP/RN1QKBNR w KQkq - 0 1,['f2f4'],[2]
rn1qkb1r/pbpppppp/1p3n2/8/5P2/1P2P3/PBPP2PP/RN1QKBNR b KQkq f3 0 1,['g7g6'],[4]
rn1qkb1r/pbpppp1p/1p3np1/8/5P2/1P2P3/PBPP2PP/RN1QKBNR w KQkq - 0 1,"['b2f6', 'g1f3']","[1, 3]"
rn1qkb1r/pbpppp1p/1p3Bp1/8/5P2/1P2P3/P1PP2PP/RN1QKBNR b KQkq - 0 1,['e7f6'],[1]
rnbqkbnr/p2ppppp/1p6/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 1,['g1f3'],[1]
rnbqkbnr/p2ppppp/1p6/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 0 1,['c8b7'],[4]
rn1qkbnr/pb1ppppp/1p6/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 1,"['d2d3', 'e2e4']","[1, 3]"
rn1qkbnr/pb1ppppp/1p6/2p5/2P5/2NP1N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,['g7g6'],[1]
rn1qkbnr/pb1ppp1p/1p4p1/2p5/2P5/2NP1N2/PP2PPPP/R1BQKB1R w KQkq - 0 1,['g2g3'],[1]
rn1qkbnr/pb1ppp1p/1p4p1/2p5/2P5/2NP1NP1/PP2PP1P/R1BQKB1R b KQkq - 0 1,['f8g7'],[1]
rnbqkbnr/1p1ppppp/p7/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 1,['g7g6'],[1]
rnbqkbnr/1p1ppp1p/p5p1/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R w KQkq - 0 1,['f1g2'],[1]
rnbqkbnr/1p1ppp1p/p5p1/2p5/4P3/5NP1/PPPP1PBP/RNBQK2R b KQkq - 0 1,['f8g7'],[1]
rnbqk1nr/1p1pppbp/p5p1/2p5/4P3/5NP1/PPPP1PBP/RNBQK2R w KQkq - 0 1,['c2c3'],[1]
rnbqk1nr/1p1pppbp/p5p1/2p5/4P3/2P2NP1/PP1P1PBP/RNBQK2R b KQkq - 0 1,['d7d5'],[1]
rnbqkb1r/1pp2ppp/p3pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 1,"['d2d4', 'c4d5', 'b2b3']","[1, 1, 1]"
rnbqkb1r/1pp2ppp/p3pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq d3 0 1,['d5c4'],[5]
rn1qkb1r/pbpp1ppp/1p2pn2/4P3/2P5/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 0 1,['f6e4'],[4]
rnbqkb1r/pppp1p1p/5np1/4p3/4P3/6P1/PPPP1PBP/RNBQK1NR w KQkq e6 0 1,['g1e2'],[1]
rnbqkb1r/pppp1p1p/5np1/4p3/4P3/6P1/PPPPNPBP/RNBQK2R b KQkq - 0 1,['f8g7'],[1]
rnbqk2r/pppp1pbp/5np1/4p3/4P3/6P1/PPPPNPBP/RNBQK2R w KQkq - 0 1,['b1c3'],[1]
rnbqk2r/pppp1pbp/5np1/4p3/4P3/2N3P1/PPPPNPBP/R1BQK2R b KQkq - 0 1,['c7c6'],[1]
r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/P1N2N2/1P1PPPPP/R1BQKB1R w KQkq - 0 1,['a1b1'],[1]
r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/P1N2N2/1P1PPPPP/1RBQKB1R b Kkq - 0 1,['d7d6'],[1]
rnbqk1nr/pp2ppbp/3p2p1/2p5/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 1,['h2h3'],[1]
rnbqk1nr/pp2ppbp/3p2p1/2p5/2PP4/2N1P2P/PP3PP1/R1BQKBNR b KQkq - 0 1,['b8c6'],[1]
rnbqkb1r/pp2pppp/8/2pn4/8/2N3P1/PPPPNP1P/R1BQKB1R b KQkq - 0 1,"['d5c3', 'g7g6']","[4, 1]"
r1bqkbnr/pp3ppp/2npp3/2p5/4P3/5NP1/PPPPQP1P/RNB1KB1R w KQkq - 0 1,['f1g2'],[4]
r1bqkbnr/pp3ppp/2npp3/2p5/4P3/5NP1/PPPPQPBP/RNB1K2R b KQkq - 0 1,"['g7g6', 'g8f6']","[3, 1]"
r1bqkb1r/pp1pnppp/2n1p3/2p5/2P1P3/5N2/PP1PBPPP/RNBQK2R w KQkq - 0 1,['d2d4'],[1]
r1bqkb1r/pp1pnppp/2n1p3/2p5/2PPP3/5N2/PP2BPPP/RNBQK2R b KQkq d3 0 1,['c6d4'],[1]
rnbqkbnr/pp2pppp/8/2pp4/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq c3 0 1,['d5d4'],[5]
rnbqkb1r/pppp2pp/4pn2/5p2/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 1,"['f1g2', 'g1f3']","[6, 1]"
rnbqkb1r/pppp2pp/4pn2/5p2/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 0 1,"['d7d5', 'f8e7', 'c7c6']","[2, 2, 2]"
rnbqkb1r/ppp3pp/4pn2/3p1p2/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq d6 0 1,"['d2d4', 'g1f3']","[1, 1]"
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP4/2N3P1/PP2PPBP/R1BQK1NR b KQkq d3 0 1,['c7c6'],[2]
rnbqk2r/pp1pbppp/4pn2/2p5/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq - 0 1,['e1h1'],[1]
rnbqk2r/pp1pbppp/4pn2/2p5/3P4/3BPN2/PPP2PPP/RNBQ1RK1 b kq - 0 1,['e8h8'],[1]
rn1qkbnr/pbpp2pp/1p2p3/5p2/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq f6 0 1,['f1g2'],[7]
rn1qkbnr/pbpp2pp/1p2p3/5p2/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq - 0 1,['g8f6'],[7]
rnbqkb1r/pp1p1ppp/4pn2/2p1P3/8/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 1,['f6d5'],[1]
rnbqkb1r/pp1p1ppp/4p3/2pnP3/8/5NP1/PPPP1P1P/RNBQKB1R w KQkq - 0 1,['b1c3'],[1]
rnbqkb1r/pp1p1ppp/4p3/2pnP3/8/2N2NP1/PPPP1P1P/R1BQKB1R b KQkq - 0 1,['d5c3'],[1]
rnb1kbnr/pp2pppp/1qp5/3p4/3PP3/5P2/PPP3PP/RNBQKBNR w KQkq - 0 1,"['b1c3', 'a2a4', 'a2a3']","[5, 2, 3]"
rnb1kbnr/pp2pppp/1qp5/3p4/3PP3/2N2P2/PPP3PP/R1BQKBNR b KQkq - 0 1,"['d5e4', 'e7e5']","[4, 1]"
rnb1kbnr/pp2pppp/1qp5/8/3Pp3/2N2P2/PPP3PP/R1BQKBNR w KQkq - 0 1,"['f3e4', 'f1c4', 'c3e4']","[2, 1, 1]"
rnb1kbnr/pp2pppp/1qp5/8/3PP3/2N5/PPP3PP/R1BQKBNR b KQkq - 0 1,['e7e5'],[2]
rnbqkb1r/pp1ppp1p/5np1/4P3/3Q4/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 1,['b8c6'],[4]
rnbqk1nr/1pp1ppbp/p5p1/3p4/3PPP2/2N5/PPP3PP/R1BQKBNR w KQkq d6 0 1,"['e4e5', 'c3d5']","[2, 2]"
rnbqk1nr/1pp1ppbp/p5p1/3pP3/3P1P2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 1,['h7h5'],[2]
r1bqk1nr/1ppp1ppp/2n5/p1b1p3/4P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq a6 0 1,['g1e2'],[1]
r1bqk1nr/1ppp1ppp/2n5/p1b1p3/4P3/2N3P1/PPPPNPBP/R1BQK2R b KQkq - 0 1,['d7d6'],[1]
rn1qkb1r/pbpppp1p/1p3np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQkq - 0 1,"['e1h1', 'c2c4']","[4, 4]"
r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2P2N2/PP1PQPPP/RNB1K2R b KQkq - 0 1,"['e8h8', 'd8e7']","[16, 1]"
rnbqkb1r/pppppp1p/5np1/8/2P5/1P4P1/P2PPP1P/RNBQKBNR b KQkq - 0 1,['f8g7'],[3]
rnbqk2r/ppppppbp/5np1/8/2P5/1P4P1/P2PPP1P/RNBQKBNR w KQkq - 0 1,['c1b2'],[3]
rnbqk2r/ppp1ppbp/3p1np1/8/2P5/1P4P1/PB1PPP1P/RN1QKBNR w KQkq - 0 1,['f1g2'],[1]
rnbqk2r/ppp1ppbp/3p1np1/8/2P5/1P4P1/PB1PPPBP/RN1QK1NR b KQkq - 0 1,['e7e5'],[1]
rnbqk1nr/pp2ppbp/3p2p1/2pP4/2P5/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 0 1,"['g7c3', 'g8f6']","[2, 4]"
rnbqkbnr/pp2pp1p/2p3p1/8/Q1Pp4/5NP1/PP1PPP1P/RNB1KB1R w KQkq - 0 1,"['e2e3', 'f1g2', 'b2b4']","[1, 12, 2]"
rnbqkbnr/pp2pp1p/2p3p1/8/Q1Pp4/4PNP1/PP1P1P1P/RNB1KB1R b KQkq - 0 1,['d4e3'],[1]
rn1qkb1r/pbpppppp/5n2/1p6/8/N4NP1/PPPPPPBP/R1BQK2R b KQkq - 0 1,"['a7a6', 'b5b4']","[10, 1]"
rn1qkb1r/1bpppppp/p4n2/1p6/8/N4NP1/PPPPPPBP/R1BQK2R w KQkq - 0 1,['c2c4'],[10]
rn1qkb1r/1bpppppp/p4n2/1p6/2P5/N4NP1/PP1PPPBP/R1BQK2R b KQkq c3 0 1,['b5b4'],[10]
rn1qkb1r/pbpp1ppp/1p2pn2/8/3PP3/P1NB4/1PP2PPP/R1BQK1NR b KQkq - 0 1,['c7c5'],[1]
rn1qkbnr/pp1bpp1p/3p2p1/1Bp5/2P1P3/5N2/PP1P1PPP/RNBQK2R w KQkq - 0 1,"['d2d4', 'b1c3']","[1, 9]"
rn1qkbnr/pp1bpp1p/3p2p1/1Bp5/2PPP3/5N2/PP3PPP/RNBQK2R b KQkq d3 0 1,['c5d4'],[1]
rnbqk1nr/pp2ppbp/2pp2p1/8/3PP3/2N2N1P/PPP2PP1/R1BQKB1R b KQkq - 0 1,"['g8f6', 'b8d7']","[4, 1]"
rn1qkbnr/pb1p1ppp/1p2p3/2p5/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R w KQkq c6 0 1,['d2d4'],[1]
rn1qkbnr/pb1p1ppp/1p2p3/2p5/2PPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq d3 0 1,['c5d4'],[1]
rnbqk2r/1ppp1ppp/4pn2/p7/1BPP4/5N2/PP2PPPP/RN1QKB1R b KQkq - 0 1,['a5b4'],[1]
rn1qkbnr/ppp1pppp/8/8/1PPp2b1/1Q3N2/P2PPPPP/RNB1KB1R b KQkq - 0 1,"['g4f3', 'c7c6', 'g8f6']","[3, 1, 2]"
rn1qkbnr/ppp1pppp/8/8/1PPp4/1Q3b2/P2PPPPP/RNB1KB1R w KQkq - 0 1,['b3f3'],[3]
rn1qkbnr/ppp1pppp/8/8/1PPp4/5Q2/P2PPPPP/RNB1KB1R b KQkq - 0 1,['c7c6'],[3]
rn1qkbnr/pb1ppppp/1p6/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq c6 0 1,['g1e2'],[1]
rn1qkbnr/pb1ppppp/1p6/2p5/2P1P3/2N5/PP1PNPPP/R1BQKB1R b KQkq - 0 1,['g8f6'],[1]
rn1qkb1r/pb1ppppp/1p3n2/2p5/2P1P3/2N5/PP1PNPPP/R1BQKB1R w KQkq - 0 1,['d2d3'],[1]
rn1qkb1r/pb1ppppp/1p3n2/2p5/2P1P3/2NP4/PP2NPPP/R1BQKB1R b KQkq - 0 1,['d7d6'],[1]
rnbqkbnr/1p3ppp/p3p3/2pP4/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 0 1,['e6d5'],[6]
rnbqkb1r/p1p1pppp/5n2/1p1p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq b6 0 1,"['e1h1', 'd2d3']","[6, 1]"
rnbqkb1r/p1p1pppp/5n2/1p1p4/8/5NP1/PPPPPPBP/RNBQ1RK1 b kq b6 0 1,['c8b7'],[6]
rn1qkb1r/pbp1pppp/5n2/1p1p4/8/5NP1/PPPPPPBP/RNBQ1RK1 w kq - 0 1,['d2d3'],[6]
rn1qkb1r/pbp1pppp/5n2/1p1p4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 b kq - 0 1,['e7e6'],[6]
r1bqk2r/pppp1ppp/2n2n2/4P3/1b2P3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 1,['f6e4'],[2]
rnbqkbnr/p1pp1ppp/1p2p3/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 0 1,['c8b7'],[2]
rn1qkbnr/pbpp1ppp/1p2p3/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 1,"['e2e3', 'b1d2']","[1, 1]"
rn1qkbnr/pbpp2pp/1p2p3/5p2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq f6 0 1,['c2c4'],[1]
rn1qkbnr/pbpp2pp/1p2p3/5p2/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq c3 0 1,['g8f6'],[1]
rnbqkbnr/1p2pppp/p2p4/8/3QP3/2N5/PPP2PPP/R1B1KBNR w KQkq - 0 1,['c1e3'],[1]
rnbqkbnr/1p2pppp/p2p4/8/3QP3/2N1B3/PPP2PPP/R3KBNR b KQkq - 0 1,['b8c6'],[1]
rnbqk2r/ppp1nppp/4p3/3p4/1b1PP3/2NQ4/PPP2PPP/R1B1KBNR w KQkq - 0 1,"['a2a3', 'c1d2']","[4, 4]"
rnbqk2r/ppp1nppp/4p3/3p4/1b1PP3/P1NQ4/1PP2PPP/R1B1KBNR b KQkq - 0 1,['b4c3'],[4]
rnbqkb1r/pp1p1ppp/4pn2/2pP4/5B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 1,['b1c3'],[4]
rnbqkb1r/pp1p1ppp/4pn2/2pP4/5B2/2N5/PPP1PPPP/R2QKBNR b KQkq - 0 1,['d7d6'],[4]
rnbqkb1r/pp3ppp/3ppn2/2pP4/5B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 1,['e2e4'],[4]
rnbqkb1r/pp3ppp/3ppn2/2pP4/4PB2/2N5/PPP2PPP/R2QKBNR b KQkq e3 0 1,['a7a6'],[4]
rnbq1rk1/ppppppbp/5np1/8/8/1P4P1/PBPPPPBP/RN1QK1NR w KQ - 0 1,"['c2c4', 'g1f3']","[6, 5]"
rnbqkb1r/ppp1pp1p/5np1/3p4/3P4/4PN2/PPP1BPPP/RNBQK2R b KQkq - 0 1,['f8g7'],[6]
rnbqk2r/ppp1ppbp/5np1/3p4/3P4/4PN2/PPP1BPPP/RNBQK2R w KQkq - 0 1,['e1h1'],[6]
rnbqk2r/ppp1ppbp/5np1/3p4/3P4/4PN2/PPP1BPPP/RNBQ1RK1 b kq - 0 1,['e8h8'],[6]
rnbqkbnr/pp1ppp1p/6p1/2p5/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 1,"['d2d4', 'c2c4']","[6, 1]"
rnbqkbnr/pp1ppp1p/6p1/2p5/3P4/4PN2/PPP2PPP/RNBQKB1R b KQkq d3 0 1,"['c5d4', 'f8g7']","[4, 2]"
rnbqkbnr/pp1ppp1p/6p1/8/3p4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 1,['e3d4'],[4]
rnbqkbnr/pp1ppp1p/6p1/8/3P4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 1,['d7d5'],[4]
rnbqkbnr/pp2pp1p/6p1/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq d6 0 1,['f1d3'],[4]
rnbqkbnr/pp2pp1p/6p1/3p4/3P4/3B1N2/PPP2PPP/RNBQK2R b KQkq - 0 1,['f8g7'],[4]
rnbqkbnr/ppp2ppp/4p3/3p4/8/1P6/PBPPPPPP/RN1QKBNR w KQkq - 0 1,['g1f3'],[3]
rnbqkbnr/ppp2ppp/4p3/3p4/8/1P3N2/PBPPPPPP/RN1QKB1R b KQkq - 0 1,['g8f6'],[8]
rn1qkb1r/pbpppp1p/1p3np1/8/3P1B2/4PN1P/PPP2PP1/RN1QKB1R b KQkq - 0 1,['f8g7'],[4]
rnbqkbnr/ppp1pppp/8/3p4/6P1/5P2/PPPPP2P/RNBQKBNR b KQkq - 0 1,['e7e5'],[1]
rnbqkbnr/ppp2ppp/8/3pp3/6P1/5P2/PPPPP2P/RNBQKBNR w KQkq e6 0 1,['d2d3'],[1]
rnbqkbnr/ppp2ppp/8/3pp3/6P1/3P1P2/PPP1P2P/RNBQKBNR b KQkq - 0 1,['d8h4'],[1]
rnb1kbnr/ppp2ppp/8/3pp3/6Pq/3P1P2/PPP1P2P/RNBQKBNR w KQkq - 0 1,['e1d2'],[1]
rnb1kbnr/ppp2ppp/8/3pp3/6Pq/3P1P2/PPPKP2P/RNBQ1BNR b kq - 0 1,['h7h5'],[1]
rnb1kbnr/ppp2pp1/8/3pp2p/6Pq/3P1P2/PPPKP2P/RNBQ1BNR w kq h6 0 1,['h2h3'],[1]
rnb1kbnr/ppp2pp1/8/3pp2p/6Pq/3P1P1P/PPPKP3/RNBQ1BNR b kq - 0 1,['h5g4'],[1]
